,number,state,value,datetime_start,datetime_complete,params,params,params,params,user_attrs,system_attrs,system_attrs
47,47,TrialState.COMPLETE,0.8561094923518959,2020-01-05 20:19:58.248089,2020-01-05 20:19:59.167517,0.17324732484464328,l2,newton-cg,LogisticRegression,0.8561094923518959,47,
48,48,TrialState.COMPLETE,0.6613908471609262,2020-01-05 20:19:59.238785,2020-01-05 20:19:59.873280,3.839331077442933,none,sag,LogisticRegression,0.6613908471609262,48,
49,49,TrialState.FAIL,,2020-01-05 20:19:59.248112,2020-01-05 20:19:59.646452,0.4252980901039934,l1,lbfgs,LogisticRegression,,49,Setting status of trial#49 as TrialState.FAIL because the objective function returned nan.
50,50,TrialState.FAIL,,2020-01-05 20:19:59.250045,2020-01-05 20:19:59.429827,0.14702973751996343,elasticnet,lbfgs,LogisticRegression,,50,Setting status of trial#50 as TrialState.FAIL because the objective function returned nan.
51,51,TrialState.COMPLETE,0.8563406419245364,2020-01-05 20:19:59.429929,2020-01-05 20:20:01.593839,0.6349369934526645,l1,liblinear,LogisticRegression,0.8563406419245364,51,
52,52,TrialState.FAIL,,2020-01-05 20:20:00.242445,2020-01-05 20:20:00.402847,0.18727269004362312,elasticnet,sag,LogisticRegression,,52,Setting status of trial#52 as TrialState.FAIL because the objective function returned nan.
53,53,TrialState.COMPLETE,0.8563686917273345,2020-01-05 20:20:00.398040,2020-01-05 20:20:03.497220,1.1858419879954327,l1,liblinear,LogisticRegression,0.8563686917273345,53,
54,54,TrialState.FAIL,,2020-01-05 20:20:00.402916,2020-01-05 20:20:00.653548,0.9364045270063762,l1,newton-cg,LogisticRegression,,54,Setting status of trial#54 as TrialState.FAIL because the objective function returned nan.
55,55,TrialState.FAIL,,2020-01-05 20:20:00.653612,2020-01-05 20:20:00.871488,0.3333987027952907,none,liblinear,LogisticRegression,,55,Setting status of trial#55 as TrialState.FAIL because the objective function returned nan.
56,56,TrialState.COMPLETE,0.8558928796162188,2020-01-05 20:20:01.302736,2020-01-05 20:20:02.390582,0.398754807288297,l2,newton-cg,LogisticRegression,0.8558928796162188,56,
57,57,TrialState.COMPLETE,0.8560295201955025,2020-01-05 20:20:01.310907,2020-01-05 20:20:02.667864,0.16987708913591607,l2,newton-cg,LogisticRegression,0.8560295201955025,57,
58,58,TrialState.COMPLETE,0.8476208683422601,2020-01-05 20:20:01.595102,2020-01-05 20:20:02.006843,0.1284813094392063,l2,liblinear,LogisticRegression,0.8476208683422601,58,
59,59,TrialState.FAIL,,2020-01-05 20:20:02.018092,2020-01-05 20:20:02.266304,0.44600558655704714,elasticnet,liblinear,LogisticRegression,,59,Setting status of trial#59 as TrialState.FAIL because the objective function returned nan.
60,60,TrialState.COMPLETE,0.6558259369309606,2020-01-05 20:20:02.409142,2020-01-05 20:20:03.329708,2.1330576005551083,none,saga,LogisticRegression,0.6558259369309606,60,
61,61,TrialState.COMPLETE,0.6613908471609262,2020-01-05 20:20:02.416529,2020-01-05 20:20:03.173713,3.2770635561608352,l2,sag,LogisticRegression,0.6613908471609262,61,
62,62,TrialState.FAIL,,2020-01-05 20:20:02.668977,2020-01-05 20:20:02.803684,0.10939868710489048,none,liblinear,LogisticRegression,,62,Setting status of trial#62 as TrialState.FAIL because the objective function returned nan.
63,63,TrialState.COMPLETE,0.6557195183255157,2020-01-05 20:20:02.803803,2020-01-05 20:20:03.610770,0.93915985324651,l1,saga,LogisticRegression,0.6557195183255157,63,
64,64,TrialState.FAIL,,2020-01-05 20:20:03.611375,2020-01-05 20:20:03.802089,0.17271751295438373,elasticnet,liblinear,LogisticRegression,,64,Setting status of trial#64 as TrialState.FAIL because the objective function returned nan.
65,65,TrialState.COMPLETE,0.6558259369309606,2020-01-05 20:20:03.612461,2020-01-05 20:20:04.368626,0.6734774380547484,l2,saga,LogisticRegression,0.6558259369309606,65,
66,66,TrialState.FAIL,,2020-01-05 20:20:03.614522,2020-01-05 20:20:04.000748,1.4144241093777974,l1,sag,LogisticRegression,,66,Setting status of trial#66 as TrialState.FAIL because the objective function returned nan.
67,67,TrialState.COMPLETE,0.8440015727798171,2020-01-05 20:20:03.615871,2020-01-05 20:20:04.494624,0.792059016607229,none,lbfgs,LogisticRegression,0.8440015727798171,67,
68,68,TrialState.COMPLETE,0.8440015727798171,2020-01-05 20:20:04.497086,2020-01-05 20:20:05.208019,3.6587533446700444,none,lbfgs,LogisticRegression,0.8440015727798171,68,
69,69,TrialState.COMPLETE,0.6558259369309606,2020-01-05 20:20:04.499041,2020-01-05 20:20:05.009029,0.29909820649191493,l2,saga,LogisticRegression,0.6558259369309606,69,
70,70,TrialState.COMPLETE,0.8555063753753306,2020-01-05 20:20:04.505925,2020-01-05 20:20:05.490519,0.22689230896316095,l1,liblinear,LogisticRegression,0.8555063753753306,70,
71,71,TrialState.FAIL,,2020-01-05 20:20:04.506781,2020-01-05 20:20:04.662960,3.4521489317828062,elasticnet,saga,LogisticRegression,,71,Setting status of trial#71 as TrialState.FAIL because the objective function returned nan.
72,72,TrialState.FAIL,,2020-01-05 20:20:05.502538,2020-01-05 20:20:05.719063,0.2804270183914231,elasticnet,newton-cg,LogisticRegression,,72,Setting status of trial#72 as TrialState.FAIL because the objective function returned nan.
73,73,TrialState.COMPLETE,0.6613908471609262,2020-01-05 20:20:05.504482,2020-01-05 20:20:06.284192,0.18925109726529155,l2,sag,LogisticRegression,0.6613908471609262,73,
74,74,TrialState.COMPLETE,0.841940701508148,2020-01-05 20:20:05.506220,2020-01-05 20:20:06.398081,1.7544600061550997,l2,lbfgs,LogisticRegression,0.841940701508148,74,
75,75,TrialState.COMPLETE,0.6613908471609262,2020-01-05 20:20:05.512607,2020-01-05 20:20:06.116052,0.49543520712888073,l2,sag,LogisticRegression,0.6613908471609262,75,
76,76,TrialState.COMPLETE,0.8564200310432039,2020-01-05 20:20:06.503798,2020-01-05 20:20:07.812310,0.5612715259596806,l1,liblinear,LogisticRegression,0.8564200310432039,76,
77,77,TrialState.FAIL,,2020-01-05 20:20:06.506871,2020-01-05 20:20:06.822613,1.827598644788482,none,liblinear,LogisticRegression,,77,Setting status of trial#77 as TrialState.FAIL because the objective function returned nan.
78,78,TrialState.FAIL,,2020-01-05 20:20:06.508496,2020-01-05 20:20:06.667138,0.19755423296106847,elasticnet,lbfgs,LogisticRegression,,78,Setting status of trial#78 as TrialState.FAIL because the objective function returned nan.
79,79,TrialState.COMPLETE,0.6613908471609262,2020-01-05 20:20:06.510923,2020-01-05 20:20:07.100891,1.6756261309762466,l2,sag,LogisticRegression,0.6613908471609262,79,
80,80,TrialState.COMPLETE,0.840326970400881,2020-01-05 20:20:07.508765,2020-01-05 20:20:08.254437,0.7570499892460267,l2,lbfgs,LogisticRegression,0.840326970400881,80,
81,81,TrialState.FAIL,,2020-01-05 20:20:07.510609,2020-01-05 20:20:07.678170,4.758102549982922,elasticnet,sag,LogisticRegression,,81,Setting status of trial#81 as TrialState.FAIL because the objective function returned nan.
82,82,TrialState.COMPLETE,0.8558126728226918,2020-01-05 20:20:07.511358,2020-01-05 20:20:08.872688,0.7766860245742053,l2,newton-cg,LogisticRegression,0.8558126728226918,82,
83,83,TrialState.COMPLETE,0.6613908471609262,2020-01-05 20:20:07.678252,2020-01-05 20:20:08.448446,0.40417634024121357,none,sag,LogisticRegression,0.6613908471609262,83,
84,84,TrialState.FAIL,,2020-01-05 20:20:08.512453,2020-01-05 20:20:08.728709,0.19044396807928257,none,liblinear,LogisticRegression,,84,Setting status of trial#84 as TrialState.FAIL because the objective function returned nan.
85,85,TrialState.COMPLETE,0.8445179557844098,2020-01-05 20:20:08.513923,2020-01-05 20:20:09.579784,1.184079608812512,l2,lbfgs,LogisticRegression,0.8445179557844098,85,
86,86,TrialState.COMPLETE,0.6558259369309606,2020-01-05 20:20:08.516298,2020-01-05 20:20:09.397447,0.1427133254104046,none,saga,LogisticRegression,0.6558259369309606,86,
87,87,TrialState.FAIL,,2020-01-05 20:20:08.728776,2020-01-05 20:20:09.078640,1.9322601532410577,l1,lbfgs,LogisticRegression,,87,Setting status of trial#87 as TrialState.FAIL because the objective function returned nan.
88,88,TrialState.COMPLETE,0.6558259369309606,2020-01-05 20:20:09.580620,2020-01-05 20:20:10.247899,0.3068162382674454,l2,saga,LogisticRegression,0.6558259369309606,88,
89,89,TrialState.FAIL,,2020-01-05 20:20:09.582522,2020-01-05 20:20:09.717422,0.5375225936323229,l1,lbfgs,LogisticRegression,,89,Setting status of trial#89 as TrialState.FAIL because the objective function returned nan.
90,90,TrialState.FAIL,,2020-01-05 20:20:09.718574,2020-01-05 20:20:10.053576,0.10458347468634481,elasticnet,sag,LogisticRegression,,90,Setting status of trial#90 as TrialState.FAIL because the objective function returned nan.
91,91,TrialState.FAIL,,2020-01-05 20:20:09.719734,2020-01-05 20:20:09.862240,0.35162234471903403,l1,newton-cg,LogisticRegression,,91,Setting status of trial#91 as TrialState.FAIL because the objective function returned nan.
92,92,TrialState.FAIL,,2020-01-05 20:20:10.585206,2020-01-05 20:20:10.742701,0.6132242548088574,elasticnet,sag,LogisticRegression,,92,Setting status of trial#92 as TrialState.FAIL because the objective function returned nan.
93,93,TrialState.COMPLETE,0.8440015727798171,2020-01-05 20:20:10.588042,2020-01-05 20:20:11.464338,0.7887476495870367,none,lbfgs,LogisticRegression,0.8440015727798171,93,
94,94,TrialState.FAIL,,2020-01-05 20:20:10.590332,2020-01-05 20:20:10.946525,0.1279793250589783,elasticnet,newton-cg,LogisticRegression,,94,Setting status of trial#94 as TrialState.FAIL because the objective function returned nan.
95,95,TrialState.COMPLETE,0.6613908471609262,2020-01-05 20:20:10.591831,2020-01-05 20:20:11.291053,0.5428573135203215,l2,sag,LogisticRegression,0.6613908471609262,95,
96,96,TrialState.FAIL,,2020-01-05 20:20:11.590539,2020-01-05 20:20:11.881520,0.1309142879561633,l1,newton-cg,LogisticRegression,,96,Setting status of trial#96 as TrialState.FAIL because the objective function returned nan.
97,97,TrialState.FAIL,,2020-01-05 20:20:11.593366,2020-01-05 20:20:11.886787,0.111165963200847,l1,newton-cg,LogisticRegression,,97,Setting status of trial#97 as TrialState.FAIL because the objective function returned nan.
98,98,TrialState.COMPLETE,0.8558397485258744,2020-01-05 20:20:11.595160,2020-01-05 20:20:12.569547,0.6904232249983658,l2,newton-cg,LogisticRegression,0.8558397485258744,98,
99,99,TrialState.COMPLETE,0.856075452191973,2020-01-05 20:20:11.597472,2020-01-05 20:20:12.456294,1.0245395651447762,none,newton-cg,LogisticRegression,0.856075452191973,99,
