,number,state,value,datetime_start,datetime_complete,params,params,params,params,user_attrs,system_attrs,system_attrs
53,53,TrialState.COMPLETE,0.8568509456943021,2020-01-05 20:20:42.344215,2020-01-05 20:20:43.085163,1.1858419879954327,l1,liblinear,LogisticRegression,0.8568509456943021,53,
54,54,TrialState.FAIL,,2020-01-05 20:20:42.351662,2020-01-05 20:20:42.794024,0.9364045270063762,l1,newton-cg,LogisticRegression,,54,Setting status of trial#54 as TrialState.FAIL because the objective function returned nan.
55,55,TrialState.FAIL,,2020-01-05 20:20:43.336780,2020-01-05 20:20:43.490232,0.3333987027952907,none,liblinear,LogisticRegression,,55,Setting status of trial#55 as TrialState.FAIL because the objective function returned nan.
56,56,TrialState.COMPLETE,0.8564563180314371,2020-01-05 20:20:43.340723,2020-01-05 20:20:44.197635,0.398754807288297,l2,newton-cg,LogisticRegression,0.8564563180314371,56,
57,57,TrialState.COMPLETE,0.8561902892933654,2020-01-05 20:20:43.342233,2020-01-05 20:20:44.066670,0.16987708913591607,l2,newton-cg,LogisticRegression,0.8561902892933654,57,
58,58,TrialState.COMPLETE,0.8434420023221966,2020-01-05 20:20:43.345690,2020-01-05 20:20:43.769191,0.1284813094392063,l2,liblinear,LogisticRegression,0.8434420023221966,58,
59,59,TrialState.FAIL,,2020-01-05 20:20:44.337065,2020-01-05 20:20:44.697451,0.44600558655704714,elasticnet,liblinear,LogisticRegression,,59,Setting status of trial#59 as TrialState.FAIL because the objective function returned nan.
60,60,TrialState.COMPLETE,0.6744160272804774,2020-01-05 20:20:44.342173,2020-01-05 20:20:45.257560,2.1330576005551083,none,saga,LogisticRegression,0.6744160272804774,60,
61,61,TrialState.COMPLETE,0.6924429778438554,2020-01-05 20:20:44.346367,2020-01-05 20:20:45.055723,3.2770635561608352,l2,sag,LogisticRegression,0.6924429778438554,61,
62,62,TrialState.FAIL,,2020-01-05 20:20:44.350988,2020-01-05 20:20:44.525970,0.10939868710489048,none,liblinear,LogisticRegression,,62,Setting status of trial#62 as TrialState.FAIL because the objective function returned nan.
63,63,TrialState.COMPLETE,0.6739094599293103,2020-01-05 20:20:45.337485,2020-01-05 20:20:46.068580,0.93915985324651,l1,saga,LogisticRegression,0.6739094599293103,63,
64,64,TrialState.FAIL,,2020-01-05 20:20:45.339994,2020-01-05 20:20:45.528063,0.17271751295438373,elasticnet,liblinear,LogisticRegression,,64,Setting status of trial#64 as TrialState.FAIL because the objective function returned nan.
65,65,TrialState.COMPLETE,0.674389289312563,2020-01-05 20:20:45.345121,2020-01-05 20:20:46.203413,0.6734774380547484,l2,saga,LogisticRegression,0.674389289312563,65,
66,66,TrialState.FAIL,,2020-01-05 20:20:45.350053,2020-01-05 20:20:45.768686,1.4144241093777974,l1,sag,LogisticRegression,,66,Setting status of trial#66 as TrialState.FAIL because the objective function returned nan.
67,67,TrialState.COMPLETE,0.8523828716314462,2020-01-05 20:20:46.340337,2020-01-05 20:20:47.230226,0.792059016607229,none,lbfgs,LogisticRegression,0.8523828716314462,67,
68,68,TrialState.COMPLETE,0.8523828716314462,2020-01-05 20:20:46.341627,2020-01-05 20:20:47.374343,3.6587533446700444,none,lbfgs,LogisticRegression,0.8523828716314462,68,
69,69,TrialState.COMPLETE,0.674389289312563,2020-01-05 20:20:46.345413,2020-01-05 20:20:47.533257,0.29909820649191493,l2,saga,LogisticRegression,0.674389289312563,69,
70,70,TrialState.COMPLETE,0.8563356398874594,2020-01-05 20:20:46.347891,2020-01-05 20:20:46.744626,0.22689230896316095,l1,liblinear,LogisticRegression,0.8563356398874594,70,
71,71,TrialState.FAIL,,2020-01-05 20:20:47.375210,2020-01-05 20:20:47.719393,3.4521489317828062,elasticnet,saga,LogisticRegression,,71,Setting status of trial#71 as TrialState.FAIL because the objective function returned nan.
72,72,TrialState.FAIL,,2020-01-05 20:20:47.531961,2020-01-05 20:20:47.911856,0.2804270183914231,elasticnet,newton-cg,LogisticRegression,,72,Setting status of trial#72 as TrialState.FAIL because the objective function returned nan.
73,73,TrialState.COMPLETE,0.692389647667458,2020-01-05 20:20:47.535203,2020-01-05 20:20:48.599694,0.18925109726529155,l2,sag,LogisticRegression,0.692389647667458,73,
74,74,TrialState.COMPLETE,0.8479412973442632,2020-01-05 20:20:47.553271,2020-01-05 20:20:48.980752,1.7544600061550997,l2,lbfgs,LogisticRegression,0.8479412973442632,74,
75,75,TrialState.COMPLETE,0.6924429778438554,2020-01-05 20:20:48.522895,2020-01-05 20:20:50.073272,0.49543520712888073,l2,sag,LogisticRegression,0.6924429778438554,75,
76,76,TrialState.COMPLETE,0.8571404523661734,2020-01-05 20:20:48.532702,2020-01-05 20:20:50.416273,0.5612715259596806,l1,liblinear,LogisticRegression,0.8571404523661734,76,
77,77,TrialState.FAIL,,2020-01-05 20:20:48.978253,2020-01-05 20:20:50.073850,1.827598644788482,none,liblinear,LogisticRegression,,77,Setting status of trial#77 as TrialState.FAIL because the objective function returned nan.
78,78,TrialState.FAIL,,2020-01-05 20:20:49.011781,2020-01-05 20:20:50.274659,0.19755423296106847,elasticnet,lbfgs,LogisticRegression,,78,Setting status of trial#78 as TrialState.FAIL because the objective function returned nan.
79,79,TrialState.COMPLETE,0.6924429778438554,2020-01-05 20:20:50.073931,2020-01-05 20:20:51.049436,1.6756261309762466,l2,sag,LogisticRegression,0.6924429778438554,79,
80,80,TrialState.COMPLETE,0.8504339293827551,2020-01-05 20:20:50.274759,2020-01-05 20:20:51.298559,0.7570499892460267,l2,lbfgs,LogisticRegression,0.8504339293827551,80,
81,81,TrialState.FAIL,,2020-01-05 20:20:50.278938,2020-01-05 20:20:50.784938,4.758102549982922,elasticnet,sag,LogisticRegression,,81,Setting status of trial#81 as TrialState.FAIL because the objective function returned nan.
82,82,TrialState.COMPLETE,0.8562943401968249,2020-01-05 20:20:50.785013,2020-01-05 20:20:52.033652,0.7766860245742053,l2,newton-cg,LogisticRegression,0.8562943401968249,82,
83,83,TrialState.COMPLETE,0.6924429778438554,2020-01-05 20:20:50.819467,2020-01-05 20:20:51.876631,0.40417634024121357,none,sag,LogisticRegression,0.6924429778438554,83,
84,84,TrialState.FAIL,,2020-01-05 20:20:51.060396,2020-01-05 20:20:51.601494,0.19044396807928257,none,liblinear,LogisticRegression,,84,Setting status of trial#84 as TrialState.FAIL because the objective function returned nan.
85,85,TrialState.COMPLETE,0.8543314974755178,2020-01-05 20:20:51.323705,2020-01-05 20:20:52.917930,1.184079608812512,l2,lbfgs,LogisticRegression,0.8543314974755178,85,
86,86,TrialState.COMPLETE,0.6744160272804774,2020-01-05 20:20:51.602017,2020-01-05 20:20:52.918714,0.1427133254104046,none,saga,LogisticRegression,0.6744160272804774,86,
87,87,TrialState.FAIL,,2020-01-05 20:20:51.881231,2020-01-05 20:20:52.368099,1.9322601532410577,l1,lbfgs,LogisticRegression,,87,Setting status of trial#87 as TrialState.FAIL because the objective function returned nan.
88,88,TrialState.COMPLETE,0.674389289312563,2020-01-05 20:20:52.034323,2020-01-05 20:20:52.651564,0.3068162382674454,l2,saga,LogisticRegression,0.674389289312563,88,
89,89,TrialState.FAIL,,2020-01-05 20:20:52.376230,2020-01-05 20:20:53.376431,0.5375225936323229,l1,lbfgs,LogisticRegression,,89,Setting status of trial#89 as TrialState.FAIL because the objective function returned nan.
90,90,TrialState.FAIL,,2020-01-05 20:20:52.658379,2020-01-05 20:20:53.577370,0.10458347468634481,elasticnet,sag,LogisticRegression,,90,Setting status of trial#90 as TrialState.FAIL because the objective function returned nan.
91,91,TrialState.FAIL,,2020-01-05 20:20:52.919434,2020-01-05 20:20:53.372156,0.35162234471903403,l1,newton-cg,LogisticRegression,,91,Setting status of trial#91 as TrialState.FAIL because the objective function returned nan.
92,92,TrialState.FAIL,,2020-01-05 20:20:52.921448,2020-01-05 20:20:53.374878,0.6132242548088574,elasticnet,sag,LogisticRegression,,92,Setting status of trial#92 as TrialState.FAIL because the objective function returned nan.
93,93,TrialState.COMPLETE,0.8523828716314462,2020-01-05 20:20:53.372550,2020-01-05 20:20:54.787691,0.7887476495870367,none,lbfgs,LogisticRegression,0.8523828716314462,93,
94,94,TrialState.FAIL,,2020-01-05 20:20:53.375037,2020-01-05 20:20:53.830263,0.1279793250589783,elasticnet,newton-cg,LogisticRegression,,94,Setting status of trial#94 as TrialState.FAIL because the objective function returned nan.
95,95,TrialState.COMPLETE,0.6924429778438554,2020-01-05 20:20:53.919553,2020-01-05 20:20:54.652492,0.5428573135203215,l2,sag,LogisticRegression,0.6924429778438554,95,
96,96,TrialState.FAIL,,2020-01-05 20:20:53.922144,2020-01-05 20:20:54.112445,0.1309142879561633,l1,newton-cg,LogisticRegression,,96,Setting status of trial#96 as TrialState.FAIL because the objective function returned nan.
97,97,TrialState.FAIL,,2020-01-05 20:20:54.108901,2020-01-05 20:20:54.383883,0.111165963200847,l1,newton-cg,LogisticRegression,,97,Setting status of trial#97 as TrialState.FAIL because the objective function returned nan.
98,98,TrialState.COMPLETE,0.856455155511093,2020-01-05 20:20:54.116091,2020-01-05 20:20:55.007549,0.6904232249983658,l2,newton-cg,LogisticRegression,0.856455155511093,98,
99,99,TrialState.COMPLETE,0.856423433281642,2020-01-05 20:20:55.008371,2020-01-05 20:20:55.408564,1.0245395651447762,none,newton-cg,LogisticRegression,0.856423433281642,99,
